isbn;title;author_name;description;publish_date;cover_image_url
9789751047236;Çalıkuşu;Reşat Nuri Güntekin;"“Yüzlerinden yalancı maskeleri sıyırmak, azametli gösterişler altında gizlenen çirkinlikleri, hiçlikleri meydana çıkarmak Çalıkuşu’nun en büyük eğlencesiydi.”
Çalıkuşu Feride’nin genç kız ruhundaki tatlı muammanın, bitmez tükenmez neşesinin ve türlü zorluklara güler yüzle göğüs germesindeki kararlılığın ruhlara temas eden hikâyesi, aşka ve kadın-erkek ilişkilerine dair klasik anlatıya güçlü bir itiraz niteliği taşıyor. Reşat Nuri Güntekin’in bir asır önce kaleme aldığı fakat bugün dahi değerinden hiçbir şey kaybetmemiş olan eseri, üslubundaki yalınlık ile kuvvetin yanı sıra toplumu ve Anadolu insanını tasvir etmekteki maharetiyle kuşaktan kuşağa aktarılan bir edebi lezzet sunuyor. Feride’nin şahsında sevginin türlü zorlukları aşabilecek bir güç barındırdığına şahitlik ederken, Anadolu’daki geri kalmışlığa, bürokratik yapının kusurlarına ve taşradaki kapalı yaşam tarzına da canlı bir bakış atmak mümkün oluyor.
Yakup Kadri Karaosmanoğlu’nun ifadesiyle Güntekin, Çalıkuşu’nda Türk edebiyatının ilk ideal kahramanını yaratmış ve ilk karakter romanımızı ortaya çıkarmıştır. Karaosmanoğlu buradan hareketle Reşat Nuri’nin ilk idealist yazarımız olduğunu da ifade etmiştir.
Henüz hayattayken Türk yazınının büyük ustaları arasına adını yazdıran Reşat Nuri Güntekin’in en ünlü romanı Çalıkuşu, edebiyatımızın ölümsüz eserleri arasında müstesna bir yere sahip.";6.09.2000;https://i.dr.com.tr/cache/500x400-0/originals/0000000052566-1.jpg
9789751041098;Son Ada;Zülfü Livaneli;"Son Ada… Martılar, yasemin kokuları, çam ormanları, renk renk balıklar ve mutlu insanlarla dolu anakaraya uzak bir sığınak. En iyi korunan sır, yeryüzünün gizli cenneti. 
Bu son insani köşe, son sığınak nasıl kaybedildi? Geri kazanmak mümkün mü?
Ünlü edebiyatçı Zülfü Livaneli’nin en politik romanı olan Son Ada, ismini bilmediğimiz bir adada yine ismini bilmediğimiz insanların ve bir diktatörün ekseninde yaşananları anlatıyor. Livaneli, Türkiye’den ve dünyadan tüm okurların aşina olduğu “diktatörlük” gerçeğine alegorik bir anlatımla dikkat çekiyor.
Türk edebiyatının mihenk taşlarından Yaşar Kemal’in Önsöz’de yer alan sözleriyle: “Zülfü bu romanda inanılmaz ölçüler, olanaklar yaratmış. Her şey birbirine uyuyor. Edebiyatta görkemli bir söz vardır, büyük kapıdan girmek. Bu, büyük bir eserin yazarı demek. Zülfü büyük kapıdan bu romanıyla girmiştir.”
2009 Orhan Kemal Roman Armağanı’na layık görülen ve pek çok dile çevrilip dünya çapında okunan Son Ada, Gezi direnişçilerini selamlayan yenilenmiş finaliyle tekrar okur karşısına çıkıyor.";4.09.2020;https://img.kitapyurdu.com/v1/getImage/fn:11263781/wh:true/wi:800
9789751041326;Son Ada’nın Çocukları;Zülfü Livaneli;"“Gazetelerin birinde ‘Yeryüzü cenneti adada satılık ev’ başlığı altında, adamızla ilgili övgülere yer veriliyordu. Bu gazete ilanı, yıllardır herkesten sakladığımız Son Adamızın, küçük topluluğumuzun herkes tarafından bilinmesi ve huzurumuzun bozulması anlamına geliyordu. Kim bilir, evi nasıl biri alacaktı?”
Ada sakinlerinin karmaşadan uzak kardeşçe yaşadığı son insani köşeye, son sığınağa, Son Ada’ya bir gün bir adam gelir. Adalıların o güne dek süren hayatları, huzuru ve mutluluğu bir anda yerle bir olur. 
Bu beklenmedik durum karşısında adanın çocukları ne yapacaklar? Büyüklerin kararlarının sonuçlarına razı mı olacaklar, yoksa adadaki hayatı koruyabilecekler mi?
Kitapları 40’tan fazla dilde yayımlanan usta yazar Zülfü Livaneli’nin kaleminden genç okurlar için muhteşem bir roman. Son Ada’nın Çocukları, adalı çocukların barış ve özgürlük adına verdikleri ilham verici mücadeleyi anlatıyor.";12.10.2020;https://img.kitapyurdu.com/v1/getImage/fn:11288220/wh:true/wi:800
9789751041630;Orta Zekalılar Cenneti;Zülfü Livaneli;"“Üzerlerinde bir sevgisizlik kabuğu taşıyan orta zekâlılar, toplumdaki saygın yerlerini koruyabilir, insanların yaşamları hakkında kararlar verebilir, hepimizi yönetebilir…” 
 
Kimi şiir dizeleri, besteleri ile Türkiye toplumunun söz dağarcığına kalıcı izler bırakmayı başaran usta edebiyatçı Zülfü Livaneli, bu kez, yakından tanıdığımız bir ifadenin kâşifi olarak karşımıza çıkıyor: Orta Zekâlılar Cenneti.
 
Orta Zekâlılar Cenneti, ilk yayımlanışının üzerinden geçen onyıllara rağmen “orta zekâlı”ların genişleyen alanını ve yozlaşan toplum değerlerini hâlâ net bir şekilde anlatıyor. İnsan soyunu türlü dertlere sürükleyen muktedir “orta zekâlı”ların hikâyesini bir de Livaneli’nin sürükleyici anlatımından dinliyoruz. 
 
Zülfü Livaneli, pek bilgili olmasalar da kurnaz ve uyumlu olarak hayatın her alanına sinen “orta zekâlı”ları, eleştirel bir yolculuğa çıkarıyor. Bu kez kaidelere ve geleneksel kabullenişe direniyor, hesaplaşıyor ve hatta “putları yıkıyor”.
 
Sanatı güzellik yaratmanın ve kendini ifade etmenin bir biçimi olarak gören ünlü sanatçının, düşünme ve paylaşma uğraşına tüm okurlar davetli… Ve elbette bu davet, içinde bulunduğumuz durumun tüm yanlarını açıkça ortaya koyuyor.";9.03.2021;https://img.kitapyurdu.com/v1/getImage/fn:11380333/wh:true/wi:800
9789751042675;Huzursuzluk;Zülfü Livaneli;"“Ustaca işlenmiş sürükleyici bir hikâye. Okurlara bir armağan.” Rafia Zakaria “Derin kesen ince bir hançer bu kitap.” Keija Parssinen Edebiyatımızın usta kalemi Zülfü Livaneli’den güçlü bir aşk ve inanç hikâyesi.

Ünlü edebiyatçı bu kez kalemini sınırboylarında gezdiriyor. Ortadoğu’daki savaşın ve IŞİD zulmünün en çok
etkilediği insanların, Ezidi kadınların ve çocukların yaşadıklarını cesurca aktarıyor.

İstanbul’da gazetecilik yapan İbrahim, bir sabah, çocukluk arkadaşı Hüseyin’in ölümünü haber masasında buluyor.
İşte bu ölüm, İbrahim’i neredeyse tüm bağlarını kopardığı köklerine, Mardin’e doğru bir yolculuğa çıkarıyor ve
Meleknaz’la tanışmasını sağlıyor. İbrahim, ölmüş arkadaşının sevdasını devralır gibi Meleknaz’a âşık oluyor ve giderek Hüseyinleşiyor.

Huzursuzluk, bir yandan Ortadoğu’nun en insafsız hallerini, savaşı, yokluğu, mülteci kamplarını ve kadın
düşmanlığını gözler önüne seriyor, diğer yandan Mezopotamya topraklarının geçmişine ve bugününe empatik, sorgulayıcı bir bakış sunuyor. İnsan doğası üzerine destansı bir anlatı sunan Livaneli, asırlardır bu coğrafyada yaşayan halklara, tarihlere, inançlara ve hikâyelere ses veriyor.

Türkiye’de yayımlandığı günden itibaren büyük yankı uyandıran, çevirileriyle dünya çapında okurlarla buluşan
Huzursuzluk, son olarak İngilizceye çevrilerek yayınlandığı ABD’de büyük övgüler aldı.";16.11.2021;https://img.kitapyurdu.com/v1/getImage/fn:11482999/wh:true/wi:800
9789751041883;Leyla’nın Evi;Zülfü Livaneli;"Leyla’nın Evi, insanlığın en yıkıcı sorunu göç ve en temel ihtiyacı barınma konularını merceğe alan bir İstanbul
romanı.

Edebiyatın güçlü kalemi Zülfü Livaneli’nin gözlem yeteneği ve edebi gücüyle harmanlanan elinizdeki eser
Leyla, Roxy, Yusuf ve Ali Yekta Bey’in hayatlarının birbirine karışma hikâyesini anlatıyor.

Usta edebiyatçı bu kez “mülk trajedisine” odaklanıyor. Hayatın olağan akışında bir araya gelmesi mümkün
olmayan karakterler üzerinden aşktan paraya, modernizmden geleneğe, birçok konu tartışmaya açılıyor.
Bir yanda yalılarda büyüyen ve varlığını “unutmamak” üzerine inşa eden Leyla Hanım, diğer yanda “anın”
hırsları ile çevrelenmiş insanlar… Bir yanda hayattaki tüm prangalarına, hatta ailesine ve adına dahi meydan
okuyan Roxy, diğer yanda geçmişi sır olarak kalmaya mahkûm edilenler…

Zülfü Livaneli’nin edebiyatımızda özel bir yer edinen romanı Leyla’nın Evi, tarihi motifleri içeren zengin arka
planıyla İstanbul’un değişen çehresini merkeze alırken, okurları geçmiş ve bugün arasında sorularla dolu bir
yolculuğa çıkarıyor. Peki, bu yolculuk bir kuşak çatışması mı yaratacak, yoksa kuşaklar arası bir köprü mü
kuracak?

Leyla’nın Evi, iktidar ve güç sahibi olmanın tehlikesine karşı her satırında mücadele ve umudun şarkısını
mırıldanan bir Livaneli anlatısı.";23.06.2021;https://img.kitapyurdu.com/v1/getImage/fn:11430790/wh:true/wi:800
9789751041944;Arafat’ta Bir Çocuk;Zülfü Livaneli;"“Che Guevera’nın bir kitabından başladılar yakmaya. Kitap olduğu gibi atılsa yanmazdı. Önce kitabın
kapağını yırtıyorlar, sonra beşer onar sayfa tutup, dikiş yerlerinden ayırıyorlardı. İpli olanları zor ayırdılar.”
Arafat’ta Bir Çocuk 12 Mart Muhtırası’nın etkisi altında yazılan, birbirinden bağımsız sekiz hikâyeden
oluşuyor. Bir kuşağın, ömrü boyunca izini taşıyacağı sürgün günlerini anlatıyor.

Usta edebiyatçı Livaneli’nin kendi hayat deneyiminden damıtarak kaleme aldığı bu hikâyeler, sürgün hayata
dair olağanüstü gözlem ve tasvirlerle örülüyor.
Zülfü Livaneli, bu kez hayal kırıklığına uğramış, aldanmış, yalnız ve melankolik insanları anlatıyor.

Karakterlerin travmaları ve iç hesaplaşmaları apaçık göz önüne seriliyor. Edebiyatın en eski temalarından olan
ve hâlâ güncelliğini koruyan sınırlar, gurbet ve mültecilik konularına odaklanıyor.

İsim babalığını Yaşar Kemal’in yaptığı ve ilk kez 1978 yılında yayımlanan Arafat’ta Bir Çocuk, sadece
Türkiye’de değil, dünya çapında ilgi gören bir edebiyat yapıtı. Almanca ve Farsça gibi dillere çevrilen, Almanya
ve İsveç’te televizyona uyarlanan bu eser yeni basımıyla okurlarla buluşuyor.";21.06.2021;https://img.kitapyurdu.com/v1/getImage/fn:11430793/wh:true/wi:800
9789751047373;Acımak;Reşat Nuri Güntekin;"“Acımak... Ben insan ruhlarındaki derinliğin ancak onunla ölçülebileceğine kaniyim. Evet, dibi görünmeyen kuyulara atılan taş nasıl çıkardığı sesle onların derinliğini gösterirse başkalarının elemi de bizim yüreklerimize düştüğü zaman çıkardığı sesle bize kendimizi, insanlığımızın derecesini öğretir... Fikrimce yalnız doğruluk hastalığı, bir hak ve hakikat meselesi etrafında toplanmak kabiliyeti, bir cemiyeti mesut etmeye kâfi gelemez... Bunun için acımak, birbirimizin feryadını, iniltisini duyabilmek de lazım!..”
Edebiyatımızın büyük ustası Reşat Nuri Güntekin, Acımak’ta nefret ile sevgi arasındaki ince çizginin tasvirini ustalıkla yapıyor. Zehra Öğretmen ile babası Mürşit Efendi’nin hikâyesi üzerinden beşeri duyguları tüm yalınlığıyla ortaya döken usta yazar, bu romanla yerel olanda evrenseli yakalıyor. İki ayrı vaka halkasını ustaca birleştiren olay örgüsüyle roman tekniği açısından da özel bir yerde duran eser, idealist karakterlerin anlatısından hareketle toplumsal yozlaşmaya dair keskin bir bakış da sunuyor.
Ahmet Hamdi Tanpınar’ın veciz nitelemesiyle “Türkçenin ortasında geniş bir sevgi ve şefkat ürpermesi” olan Reşat Nuri Güntekin’in ölümsüz eseri Acımak, insana dair güçlü anlatısıyla edebiyatımızın aşılmaz doruklarından birini simgeliyor.";17.09.2019;https://img.kitapyurdu.com/v1/getImage/fn:11951429/wh:true/wi:800
9789751041708;Bir Kedi, Bir Adam, Bir Ölüm;Zülfü Livaneli;"“Gerçek bir şaheser! Teknik ve psikolojik olarak mükemmel! Öldürmek mi bağışlamak mı ikilemini
en iyi veren roman.”
Yaşar Kemal

“Livaneli, dönemin saplantılı siyasal inançlarını, roman akışı içinde ustalıkla yedirerek anlatıyor.”
Doğan Hızlan

Türkiye’nin üretken kalemi Zülfü Livaneli’nin yazmaya başladıktan 29 yıl sonra bitirdiği romanı: Bir
Kedi, Bir Adam, Bir Ölü. Ünlü yazar, bu romanıyla dünyanın farklı yerlerinden, Stockholm’e sığınan
devrimcilere odaklanıyor. Tüm yaşamları sınavlarla ve kayıplarla geçen bu insanların “biraz güvenlik
biraz can sıkıntısı” olarak tanımladıkları mutluluk arayışlarına odaklanıyor.

Türkiye’den Stockholm’e iltica eden Sami, yaşadıklarının sorumlularından biri olan eski bakanla
kaldığı hastanede tesadüfen bir araya geliyor. Bu karşılaşma, intikam ve affetme gibi temel psikolojik
ikilemleri tartışırken, cezalandırma ve yargılama gibi devlet mekanizmaları ekseninde ülkenin ahlaki
iklimine de değiniyor.

2001 Yunus Nadi Roman Ödülü’ne layık görülen Bir Kedi, Bir Adam, Bir Ölüm okurları alışılmışın
dışında bir roman tekniğiyle tanıştırıyor. Usta edebiyatçı Zülfü Livaneli, yazar-karakter çatışmasını
oldukça şeffaf ve özgün bir şekilde göz önüne seriyor.
 

Bir Kedi, Bir Adam, Bir Ölüm enternasyonalizm, mültecilik, şiddet, cinayet, aile ve anadil üzerine
cesur bir düşünüş biçimi sunuyor.";17.03.2021;https://img.kitapyurdu.com/v1/getImage/fn:11385542/wh:true/wi:800
9789751042903;Arkadaşıma Veda;Zülfü Livaneli;“İşte bu kitap, oğluma yazdığım mektubumdur, yüreği daima vatan sevgisiyle dolu iki arkadaşın hayallerini gerçekleştirme hikâyesidir.” Edebiyatımızın güçlü kalemi Zülfü Livaneli, Cumhuriyet’in kurucusu ve yirminci yüzyılın büyük lideri Mustafa Kemal Atatürk’ü anlatıyor. Tanışma hikâyelerinden Cumhuriyet’in kuruluşuna giden zaman içinde tüm yaşananlara eşlik eden bir dostluk, bir hayali gerçek kılan iki yürekli insan: Salih Bozok ve Mustafa Kemal Atatürk. Arkadaşıma Veda, can dostu, silah arkadaşı, sadık yaveri Salih Bozok’un gözünden Mustafa Kemal Atatürk’ü, okul ve askerlik hayatını, annesiyle kurduğu ilişkiyi, doğa ve hayvan sevgisini aktarıyor. Altı yaşında Selanik’te başlayıp 10 Kasım 1938’de İstanbul’da fiziki varlığı sonlanan bu yoldaşlık hikâyesi, Zülfü Livaneli’nin kalemi ve Ergün Gündüz’ün çizimleriyle…;7.12.2021;https://i.dr.com.tr/cache/500x400-0/originals/0001952044001-1.jpg
9789751041487;Mutluluk;Zülfü Livaneli;"Livaneli’nin cesaretle ve derinlemesine ele aldığı bu roman, bir Shakespeare trajedisi yoğunluğunda.
Yaşar Kemal
 
Yeni eseriniz, sizi Türkiye’nin politik ve kültürel hayatının en sembolik simalarından biri yapan muazzam yeteneğinizi gözler önüne seriyor…
Jacques Chirac, Fransa Cumhurbaşkanı
 
Mutluluk romanında, Livaneli felsefi ve siyasi sorgulamalarını çok usta bir biçimde karakterlerinin psikolojilerine yedirmiş. Çok aydınlatıcı ve derinden etkileyici bir kitap, günümüz dünyasında dürüstlük ve samimiyet arayanlar için vazgeçilmez.
Kirkus Reviews, ABD
 
Mutluluk, yalnızca harika kurgusuyla heyecanlı ve sürükleyici bir macera romanı değil, bunların ötesinde, gelenek ile modernlik, tarih ile bellek yitimi, din ile laiklik arasında bölünmüş Türk toplumu üzerine son derece güçlü bir analiz. 
Martine Laval Telerama, Paris
 
Livaneli, Mutluluk  romanında da gelenek ve modernliğin çelişkisi içinde, her biri kendi mucizesini bekleyen, Meryem’in, Cemal’in ve İrfan’ın yollarını kesiştirirken, bastırılmışlık, töre, mutluluk, mutsuzluk, korku, tabular, şehvet ve bunalan burjuvazinin gölgesinde toplum yapısının tüm katmanlarını bu arayış ve keşfediş hikâyesiyle gözler önüne seriyor.
 
2006 yılında Barnes & Noble Yeni Büyük Yazarları Keşif Ödülü’ne layık görülen Mutluluk, yayımlandığı günden itibaren Türkiye’de ve dünyada çok ses getiren ve hâlâ geçerliliğini koruyan derinlikli bir Türkiye portresi, acı tatlı bir peri masalı.";7.12.2020;https://img.kitapyurdu.com/v1/getImage/fn:11324076/wh:true/wi:800
9789751038760;Pembe Fili Düşünme;Zeynep Selvili Çarmıklı;Pembe fili düşünmemem gerekiyor. Tamam, o zaman kocaman, gri bir balina düşünürüm. Pembe fili düşünme. Balinalardı değil mi su püskürten? O kadar zaman nefeslerini mi tutuyorlar, ne yapıyorlar? Pembe fili düşünme. Geçenlerde aldığım kitabı da düşünebilirim. Pembe fili düşünme. Çok heyecanlıyım başlamak için. Pembe fili düşünme. Pembe fili düşünmemem lazım. Acaba kaç defa düşündüm? Pembe fili düşünme. Böyle de düşünmemem lazım galiba. Pembe fili düşünme. Pembe fili düşünme. Mini mini bir kuş donmuştu, pencereme konmuştu. Pembe fili düşünme. Of kaç dakika oldu acaba? Pembe fili düşünme. Dakika tutmayı unuttum galiba. Pembe fili düşünme. Pembe fili düşünme.  Acaba telefonum nerede? Kılıfı da pembe! La la la la. Pembe fili düşünme. Pembe fili düşünme.;22.04.2020;https://img.kitapyurdu.com/v1/getImage/fn:5559869/wh:true/wi:800
9789751040862;Konstantiniyye Oteli;Zülfü Livaneli;"Konstantiniyye… İhtişamlı surlarının karanlık diplerinde cinayetler işlenen, otobanlarında siyasetçilerin suikastlara kurban gittiği, açlıktan çocukların dilendiği, gecekondularında kadınların sessiz sedasız öldürüldüğü, yalılarında yüzyıllık zenginliğin cömertçe seyre çıkarıldığı ve güzelliğiyle Divan şairlerine yüzlerce şehrengiz yazdıran, barok sanatından izler taşıyan şehirler şehri İstanbul.
Romanları 40 dilde yayınlanan ve uluslararası pek çok ödüle layık görülen ünlü yazar Zülfü Livaneli, Konstantiniyye Oteli ile okurlarına bir İstanbul panoraması çiziyor. İstanbul’un kaymak tabakasını, alt sınıfları ve hatta ölülerin ruhlarını buluşturup başarılı bir işkadını Zehra’nın gözünden anlatıyor.  İstanbul’un köklü tarihini fona alan usta edebiyatçı, onlarca karakteri, geçmişi Bizans’a dayanan bir otelin açılışına konuk ediyor, güç ve yönetim ilişkilerinden romantizme ve “başına sevda gelenlere”  kadar uzanan, geniş bir yelpazede insan ruhunu didik didik ediyor.
Prof. Onur Bilge Kula’nın deyişiyle “senfonik bir roman” olma özelliği taşıyan Konstantiniyye Oteli, İstanbul’da yüzyıllardır süren cümbüşü anlamak açısından Türk edebiyatında önemli
bir yer tutuyor.
Elinizde tuttuğunuz bu özel kitap, yeni baskısı ve gözden geçirilmiş son haliyle okurlarına çok sesli müzikal bir yapıt sunuyor.";7.05.2020;https://img.kitapyurdu.com/v1/getImage/fn:11218412/wh:true/wi:800
9789751047380;Yaprak Dökümü;Reşat Nuri Güntekin;"“Bütün hayatını çocuklarına iyi fikirler ve iyi bir ahlak vermeye sarf etmişti. Acaba yeni zamanların bu havası onları da sarsacak, ihtiyar babaya son deminde bir yaprak dökümü mü seyrettirecekti?”
Reşat Nuri Güntekin, kültürel çözülmenin ve kuşak farkının felakete sürüklediği bir ailenin tasvirini yaptığı Yaprak Dökümü ile gönüllere dokunan bir anlatıya imza atıyor. Usta yazarın, toplumsal yapının çekirdeği olan “aile” kavramına eğildiği romanı, dönemin sosyolojik örgüsüne dair de bir bakış sunuyor. Osmanlı’nın son döneminden bir aydın profili olarak karşımıza çıkan Ali Rıza Bey’in, Modernleşme karşısındaki neredeyse paranoyakça tutumu, giderek kendisine yabancılaşmasına sebep oluyor. Bu gidiş, hem Ali Rıza Bey’in hem de aile bireylerinin tek tek kuruyup solmasına ve dalından kopmasına ortam hazırlıyor. Güntekin’in, kültürel çözülmeyi realist bir bakış açısıyla ele aldığı romanı, bireye ve toplumsal ilişkilere dair derinlikli gözlemler de barındırıyor.
Türk edebiyatının en önemli temsilcilerinden Reşat Nuri Güntekin’in ölümsüz eseri Yaprak Dökümü, insani ilişkilere dair ustalıklı anlatımıyla romancılığımızın yapıtaşları arasında yer alıyor.";25.07.2016;https://img.kitapyurdu.com/v1/getImage/fn:11957803/wh:true/wi:800
9789751047458;Lozan;Sinan Meydan;"Türkiye’nin Zaferi, Emperyalizmin Yenilgisi
 
Sevr’den Lozan’a, 1920 Ağustos’undan 1923 Temmuz’una kadar yaklaşık üç yıl içinde Türkiye’nin ve Türklerin kötü kaderi tamamen değişti. Bu, modern insanlık tarihindeki en etkileyici, en şaşırtıcı ve en ilham verici değişimlerden biridir. Lozan Barış Antlaşması bu büyük değişimin uluslararası tescilidir.
Lozan, Anadolu’nun ortasına sıkıştırılıp yok edilmek istenen Türklerin, kazandıkları büyük bir bağımsızlık savaşının ardından, tüm dünyanın gözleri önünde gerçekleştirdiği bir diplomasi savaşının zafer anıtıdır. Lozan Barış Antlaşması ile Türkiye, uluslararası sistemin “ötekisi” değil, “eşit” ve “egemen” bir parçası olarak kabul gördü.
Lozan Barış Antlaşması kurumlarıyla, değerleriyle tam bağımsız, üniter, laik, çağdaş Türkiye Cumhuriyeti’ne zemin hazırladı.
Lozan, Türklerin yüz yılı aşkın bir zamandır devam eden yenilgiler, bozgunlar, katliamlar ve ölümlerden kaynaklanan büyük travmasını bitirdi.
Lozan Barış Antlaşması, emperyalist Batı’nın küresel düzeyde ilk büyük diplomatik yenilgisidir. Lozan’da kapitülasyonların kaldırılmasıyla Türkiye’nin tam bağımsız olması, emperyalizmin yıkılmaz sanılan yüksek surlarında büyük ve onarılmaz bir gedik açtı.
Türkiye Cumhuriyeti, Lozan Barış Antlaşması’yla kurulan ve Atatürk’ün “Yurtta barış dünyada barış” politikasıyla kurumsallaştırdığı “Lozan Barış Düzeni” sayesinde -şimdilik- yüz yılı aşkın bir zamandır çevresindeki tüm yıkıcı savaşlardan uzak kalmayı başarabildi.
“Lozan hezimettir!” tezi ise Türk ulusuna ve Türkiye Cumhuriyeti’ne yönelik psikopolitik bir saldırıdır. Bu kitap, 1950’lerden beri süren bu saldırıya karşı bilimsel bir karşı çıkıştır.
 
“Sevr, ölüm halinde hasta olan bir ulusun ‘defin ruhsatı’ gibi yazılmış olabilir. Fakat Lozan, yalnız bu ruhsatı iptal eden değil, aynı zamanda ‘hasta’ olmadığını eylemleriyle gösteren bir ulusun sağlık belgesi olmuştur.”
(Arnold J. Toynbee, Kenneth P. Kirkwood, “Türkiye, Bir Devletin Yeniden Doğuşu”)
 
“Lozan’da onursuz bir barış imzaladık. Bu, İngiltere’nin şimdiye dek imzalamış olduğu antlaşmaların en uğursuzu, en mutsuzu ve en kötüsüdür.”
(Sir Andrew Ryan)";13.11.2024;https://img.kitapyurdu.com/v1/getImage/fn:11964235/wh:true/wi:800
9786050953299;Gölgeler;Zülfü Livaneli;"Zülfü Livaneli’den İstanbul’a ve onun yazarlarına, şairlerine bir saygı duruşu.
Livaneli külliyatının özgün örneklerinden olan bu kitapta gölgeler yani ismi var cismi yoklar, müstearlar bir İstanbul akşamında hayali ve neşeli bir buluşma için bir araya geliyor.
Bir gece yarısı Sultanahmet Meydanı’nın ıssızlığında toplanan gölgeler arasında kimler yok ki: Fatih Sultan Mehmed, Mustafa Kemal Atatürk, Halide Edip Adıvar, Yahya Kemal Beyatlı, Reşat Nuri Güntekin, Nâzım Hikmet, Sabahattin Ali, Kemal Tahir, Orhan Kemal, Orhan Veli Kanık, Yaşar Kemal, Attilâ İlhan, Cemal Süreya, Ece Ayhan, Ülkü Tamer.
“Bu kitapta yazar ve şairlerimizin asılları değil ama gölgeleri var, yani müstear isimleri. Hem varlar hem yoklar, hem ünleri çok yayılmış hem de sonsuza kadar gölge olarak kalmaya mahkûmlar.”";9.08.2023;https://img.kitapyurdu.com/v1/getImage/fn:11752357/wh:true/wi:800
9789751046291;Memleket Hikayeleri ;Refik Halid Karay;"Ustalıkla kullandığı İstanbul Türkçesiyle edebiyatımızın en önemli temsilcilerinden olan Refik Halid Karay, Memleket Hikâyeleri ile Anadolu insanını ilk kez edebi sahaya taşımıştır.
Karay’ın, Anadolu’nun çeşitli yerlerinde geçirdiği sürgün günlerinin mahsulü olan on sekiz hikâyeyi bir araya getiren bu kitap, o güne değin göz ardı edilen halk kitlelerinin ilk defa gerçekçi bir şekilde edebiyata yansımasıdır. Usta yazarın alışılagelmiş olan doğal üslubuyla kaleme aldığı hikâyeler, orta halli insanların yaşayış tarzını, kasaba hayatının açmazlarını, kadının kapalı toplum yapısı içindeki yerini, rüşvet, adam kayırma ve nihayet halk tabakasıyla aydın kesiminin çatışmasını son derece canlı bir tasvirle ve cesurca okura sunmaktadır.
Öykücülüğümüzde yepyeni bir devir açmış olan Memleket Hikâyeleri’ni Zülfü Livaneli’nin önsözü ve gözden geçirilmiş bir basımla okurun ilgisine sunuyoruz.";4.09.2024;https://img.kitapyurdu.com/v1/getImage/fn:11930427/wh:true/wi:800
9789751044570;Luna;Buğra Gülsoy;"Bildiğin her şeyi unut. Çünkü bildiklerin “her şeyi” unutturmak içindi. Aslolanı hatırlama diyeydi. Çünkü bildiğini sandıkların koca bir yanılsamadan ibaret. Sadece “bunu” bilmeni istedikleri için yaratıldılar. Bilmeni istemedikleri “gerçek” içinse gözlerine koca bir perde örtüldü. Karanlık bir maskeyle sarmalandın. Sana öğretilenler mutlak doğrular olmadı hiçbir zaman. Doğduğunda hayatı bundan ibaret sandın, senden öncekiler de öyle sandı, ondan öncekiler de. Gördüğün, gördüğümüz normlar bunlardı çünkü. Sen bunu gerçek diye algıladın, çünkü hepsi “olması gereken bu” diye dayatıldı. Aklına sürgün edildin, akıllarımıza hapsedildik. Üstelik şimdiye ait değil bu tutsaklık, binlerce yıldır süregelen bir kanıksanış. Koca bir aldanış. Alışkanlıklarımıza alıştırıldık, onlardan asla kopartılmamak üzere. Korkularımızın, kaygılarımızın kontrol ettiği strese dayalı yapay nefesler yarattılar bizlere. Çıkar yol bulamayan, debelendikçe batan, çırpındıkça yalnızlaşan çaresiz birer varlığa dönüştürüldük. Her şey, özünün derinliklerinde, bilincine açılan o nehirde. Çünkü aslolan gerçek, bildiklerinde değil, bilmediklerinde saklı...
Çok ses getiren Kıyamet serisinin yazarı
B. Buğra Gülsoy’dan sarsıcı bir roman!";12.09.2024;https://img.kitapyurdu.com/v1/getImage/fn:11638366/wh:true/wi:800
9789751047229;Rüzgarlar Hep Gençtir;Zülfü Livaneli;"“İnanıyorum ki, rüzgârınız yaşlanmazsa bir ömür boyu,
hep bambaşka topraklara, ağaçlara ulaşıp çiçek açtırabilirsiniz.”
Evrensel ölçekte bir düşünür ve entelektüel, barışın sesi, umudun kalemi, hayat sevdalısı… Genç yüreklere ilham olacak yaşamıyla Zülfü Livaneli.
Romanlarında bu topraklara dair unutulmaz hikâyeler anlatan usta yazar, bu sefer kendi yaşamından sayfalarla çıkıyor okurun karşısına. Hayal kurmanın, dostluğun, dayanışmanın ve sevdanın yüküyle dolup taşan bir hayattan sayfalar.
Livaneli, “pek çok tohuma, çiçeğe, ağaca ulaşmasını sağlayan bir rüzgâra benzeyen yaşamı”nı bu kez genç okur için kaleme aldı…";23.09.2024;https://img.kitapyurdu.com/v1/getImage/fn:11940057/wh:true/wi:800
9789751026576;Angut;Osman Pamukoğlu;"İyi şeyler yürekle algılanır. Yürek, öncelikle korunmalıdır. Çünkü, her şey ondan kaynaklanır ve gözler açılır.
Eğer açabilirsek. Ruh veya yürek, ilke ve kalıplara, programlara karşılık vermez. O, şekil değil tutku arar. Yüreği uyandıran, sanat, şiir, güzellik, gizem ve coşkudur. Ruhun dili budur. Akılları meşgul etmekle olmaz,
ruhun ele geçirilmesi lâzım...";2.07.2024;https://img.kitapyurdu.com/v1/getImage/fn:12078888/wh:true/wi:800
